"CountryCode","SeriesCode","DESCRIPTION",
"MLT","SP.POP.GROW","Data source: Eurostat",
"MLT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MLT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","PA.NUS.FCRF","Data are reported in Maltese liras.",
"MLT","IT.MLT.MAIN","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.MLT.MAIN.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MLT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. From 2004 data based on departures by air and by sea.",
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat",
"MLT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IT.NET.BBND","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLT","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","IT.CEL.SETS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","MS.MIL.XPND.CD","2012-2018 highly uncertain data.",
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","MS.MIL.XPND.CN","2012-2018 highly uncertain data.",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","MS.MIL.XPND.ZS","2012-2018 highly uncertain data.",
"MMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2018 are World Bank staff estimates based on the market data. Short-term debt data are not available.",
"MMR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MMR","IT.NET.BBND","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. 2016: change in the methodology.",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","IT.MLT.MAIN","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNE","MS.MIL.XPND.CN","2005-2006 SIPRI estimates.",
"MNE","SP.POP.GROW","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","IT.MLT.MAIN","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.BBND","Agency for Telecommunications and Postal Services.",
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNE","MS.MIL.XPND.ZS","2005-2006 SIPRI estimates.",
"MNE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","MS.MIL.XPND.CD","2005-2006 SIPRI estimates.",
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2018 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2018 is based on data from the BIS.",
"MNE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNE","ST.INT.ARVL","Arrivals of non-resident tourists in all types of accommodation establishments.",
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNE","IT.CEL.SETS","Agency for Telecommunications and Postal Services.",
"MNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MNG","IT.CEL.SETS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNG","IT.MLT.MAIN","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.BBND","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNG","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNP","ST.INT.TVLR.CD","Compiled from data reported by the country.",
"MNP","ST.INT.TRNR.CD","Compiled from data reported by the country.",
"MNP","IT.MLT.MAIN.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air.",
"MNP","IT.NET.BBND.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","ST.INT.TVLX.CD","Compiled from data reported by the country.",
"MNP","IT.CEL.SETS","Micronesian Telecommunication Corp. (MTC).",
"MNP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNP","ST.INT.RCPT.CD","Compiled from data reported by the country.",
"MNP","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNP","ST.INT.XPND.CD","Compiled from data reported by the country.",
"MNP","IT.MLT.MAIN","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.BBND","Micronesian Telecommunication Corp. (MTC).",
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNP","ST.INT.TRNX.CD","Compiled from data reported by the country.",
"MNP","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.CEL.SETS.P2","Micronesian Telecommunication Corp. (MTC).",
"MOZ","IT.CEL.SETS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MOZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Note 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used.",
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MOZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2018 is based on data from the BIS. Data include HIPC and MDRI debt relief.",
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MOZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MOZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","MS.MIL.XPND.CD","1977-1998 SIPRI estimates.",
"MOZ","MS.MIL.XPND.ZS","1988-1998 SIPRI estimates.",
"MOZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","IT.CEL.SETS.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MOZ","IT.MLT.MAIN.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","IT.MLT.MAIN","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MOZ","MS.MIL.XPND.CN","1977-1998 SIPRI estimates.",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MRT","IT.CEL.SETS.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","IT.MLT.MAIN.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MRT","IT.MLT.MAIN","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MRT","IT.NET.BBND.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.",
"MRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MRT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MRT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Mauritania in 2010 include 30,000 persons in a refugee-like situation.",
"MRT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","IT.CEL.SETS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.",
"MRT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MRT","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2018 is based on data from the BIS. Data include the effects of MDRI debt relief.",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MRT","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MRT","IT.NET.BBND","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MUS","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"MUS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.DPND.YG","Including Agalega and St. Brandon.",
"MUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","IT.CEL.SETS.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.DPND.OL","Including Agalega and St. Brandon.",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.DPND","Including Agalega and St. Brandon.",
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","BX.PEF.TOTL.CD.WD","Data includes offshore investments.",
"MUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.DYN.CBRT.IN","Data source: Statistics Mauritius",
"MUS","IT.MLT.MAIN.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.TOTL","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.0014.MA.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.DYN.CDRT.IN","Data source: Statistics Mauritius",
"MUS","IT.MLT.MAIN","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.NET.BBND.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.DYN.TO65.FE.ZS","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","IT.NET.BBND","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.DYN.LE00.MA.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.DYN.TO65.MA.ZS","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","IT.CEL.SETS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.1564.MA.ZS","Including Agalega and St. Brandon.",
"MUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.POP.0014.FE.ZS","Including Agalega and St. Brandon.",
"MUS","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"MUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.FE.ZS","Including Agalega and St. Brandon.",
"MUS","SP.DYN.LE00.FE.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.MA.ZS","Including Agalega and St. Brandon.",
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MUS","SP.POP.1564.FE.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.GROW","Data source: Central Statistics Office, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"MUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MWI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MWI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MWI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MWI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MWI","IT.MLT.MAIN","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
